,REF_DATE,GEO,DGUID,National Occupational Classification (NOC),Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
13641,2015,Alberta,2016A000248,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749041,12.1.10,44400.0,B,,,0
13642,2015,Alberta,2016A000248,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749042,12.1.11,74200.0,B,,,0
13643,2015,Alberta,2016A000248,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749043,12.1.12,0.6,B,,,2
13644,2015,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749044,12.1.13,45100.0,A,,,0
13645,2015,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749045,12.1.14,35800.0,B,,,0
13646,2015,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749046,12.1.15,56900.0,B,,,0
13647,2015,Alberta,2016A000248,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749047,12.1.16,0.63,C,,,2
13824,2015,British Columbia,2016A000259,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749224,13.1.1,43300.0,A,,,0
13825,2015,British Columbia,2016A000259,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749225,13.1.2,34700.0,A,,,0
13826,2015,British Columbia,2016A000259,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749226,13.1.3,51600.0,B,,,0
13827,2015,British Columbia,2016A000259,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749227,13.1.4,0.67,B,,,2
13828,2015,British Columbia,2016A000259,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749228,13.1.5,32400.0,A,,,0
13829,2015,British Columbia,2016A000259,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749229,13.1.6,27400.0,B,,,0
13830,2015,British Columbia,2016A000259,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749230,13.1.7,39700.0,B,,,0
13831,2015,British Columbia,2016A000259,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749231,13.1.8,0.69,C,,,2
13832,2015,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749232,13.1.9,44300.0,A,,,0
13833,2015,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749233,13.1.10,35400.0,B,,,0
13834,2015,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749234,13.1.11,52900.0,B,,,0
13835,2015,British Columbia,2016A000259,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749235,13.1.12,0.67,B,,,2
13836,2015,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749236,13.1.13,33800.0,A,,,0
13837,2015,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749237,13.1.14,28500.0,B,,,0
13838,2015,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749238,13.1.15,41400.0,B,,,0
13839,2015,British Columbia,2016A000259,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749239,13.1.16,0.69,C,,,2
14016,2015,"Canada, 16 to 24 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749416,14.1.1,15800.0,A,,,0
14017,2015,"Canada, 16 to 24 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749417,14.1.2,13800.0,B,,,0
14018,2015,"Canada, 16 to 24 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749418,14.1.3,17900.0,B,,,0
14019,2015,"Canada, 16 to 24 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749419,14.1.4,0.77,B,,,2
14020,2015,"Canada, 16 to 24 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749420,14.1.5,11000.0,B,,,0
14021,2015,"Canada, 16 to 24 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749421,14.1.6,9900.0,B,,,0
14022,2015,"Canada, 16 to 24 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749422,14.1.7,12400.0,B,,,0
14023,2015,"Canada, 16 to 24 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749423,14.1.8,0.8,C,,,2
14024,2015,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749424,14.1.9,15700.0,A,,,0
14025,2015,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749425,14.1.10,13600.0,B,,,0
14026,2015,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749426,14.1.11,17800.0,B,,,0
14027,2015,"Canada, 16 to 24 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749427,14.1.12,0.76,B,,,2
14028,2015,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749428,14.1.13,10900.0,B,,,0
14029,2015,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749429,14.1.14,9800.0,B,,,0
14030,2015,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749430,14.1.15,12400.0,B,,,0
14031,2015,"Canada, 16 to 24 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749431,14.1.16,0.79,C,,,2
14208,2015,"Canada, 25 to 54 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749608,15.1.1,55800.0,A,,,0
14209,2015,"Canada, 25 to 54 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749609,15.1.2,45000.0,A,,,0
14210,2015,"Canada, 25 to 54 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749610,15.1.3,65900.0,A,,,0
14211,2015,"Canada, 25 to 54 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749611,15.1.4,0.68,A,,,2
14212,2015,"Canada, 25 to 54 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749612,15.1.5,45900.0,A,,,0
14213,2015,"Canada, 25 to 54 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749613,15.1.6,37500.0,A,,,0
14214,2015,"Canada, 25 to 54 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749614,15.1.7,54500.0,A,,,0
14215,2015,"Canada, 25 to 54 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749615,15.1.8,0.69,A,,,2
14216,2015,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749616,15.1.9,57200.0,A,,,0
14217,2015,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749617,15.1.10,46400.0,A,,,0
14218,2015,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749618,15.1.11,67200.0,A,,,0
14219,2015,"Canada, 25 to 54 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749619,15.1.12,0.69,A,,,2
14220,2015,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749620,15.1.13,47700.0,A,,,0
14221,2015,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749621,15.1.14,39300.0,A,,,0
14222,2015,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749622,15.1.15,56400.0,A,,,0
14223,2015,"Canada, 25 to 54 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749623,15.1.16,0.7,A,,,2
14400,2015,"Canada, 25 to 34 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749800,16.1.1,45600.0,A,,,0
14401,2015,"Canada, 25 to 34 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749801,16.1.2,37900.0,B,,,0
14402,2015,"Canada, 25 to 34 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749802,16.1.3,52800.0,A,,,0
14403,2015,"Canada, 25 to 34 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749803,16.1.4,0.72,B,,,2
14404,2015,"Canada, 25 to 34 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749804,16.1.5,39200.0,A,,,0
14405,2015,"Canada, 25 to 34 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749805,16.1.6,32400.0,B,,,0
14406,2015,"Canada, 25 to 34 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749806,16.1.7,45200.0,A,,,0
14407,2015,"Canada, 25 to 34 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749807,16.1.8,0.72,B,,,2
14408,2015,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749808,16.1.9,46100.0,A,,,0
14409,2015,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749809,16.1.10,38500.0,B,,,0
14410,2015,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749810,16.1.11,53100.0,A,,,0
14411,2015,"Canada, 25 to 34 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749811,16.1.12,0.73,B,,,2
14412,2015,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749812,16.1.13,39700.0,A,,,0
14413,2015,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749813,16.1.14,33600.0,B,,,0
14414,2015,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749814,16.1.15,46000.0,B,,,0
14415,2015,"Canada, 25 to 34 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749815,16.1.16,0.73,B,,,2
14592,2015,"Canada, 35 to 44 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749992,17.1.1,59000.0,A,,,0
14593,2015,"Canada, 35 to 44 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749993,17.1.2,47200.0,B,,,0
14594,2015,"Canada, 35 to 44 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749994,17.1.3,70000.0,B,,,0
14595,2015,"Canada, 35 to 44 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749995,17.1.4,0.67,B,,,2
14596,2015,"Canada, 35 to 44 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749996,17.1.5,49600.0,A,,,0
14597,2015,"Canada, 35 to 44 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749997,17.1.6,40300.0,B,,,0
14598,2015,"Canada, 35 to 44 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749998,17.1.7,60400.0,B,,,0
14599,2015,"Canada, 35 to 44 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749999,17.1.8,0.67,C,,,2
14600,2015,"Canada, 35 to 44 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750000,17.1.9,60800.0,A,,,0
14601,2015,"Canada, 35 to 44 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750001,17.1.10,49300.0,B,,,0
14602,2015,"Canada, 35 to 44 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750002,17.1.11,71400.0,B,,,0
14603,2015,"Canada, 35 to 44 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750003,17.1.12,0.69,B,,,2
14604,2015,"Canada, 35 to 44 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750004,17.1.13,52200.0,A,,,0
14605,2015,"Canada, 35 to 44 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750005,17.1.14,43200.0,B,,,0
14606,2015,"Canada, 35 to 44 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750006,17.1.15,62500.0,B,,,0
14607,2015,"Canada, 35 to 44 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750007,17.1.16,0.69,B,,,2
14784,2015,"Canada, 45 to 54 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063750184,18.1.1,62800.0,A,,,0
14785,2015,"Canada, 45 to 54 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063750185,18.1.2,49900.0,A,,,0
14786,2015,"Canada, 45 to 54 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063750186,18.1.3,75000.0,B,,,0
14787,2015,"Canada, 45 to 54 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063750187,18.1.4,0.67,B,,,2
14788,2015,"Canada, 45 to 54 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063750188,18.1.5,50600.0,A,,,0
14789,2015,"Canada, 45 to 54 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063750189,18.1.6,40800.0,B,,,0
14790,2015,"Canada, 45 to 54 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063750190,18.1.7,60300.0,A,,,0
14791,2015,"Canada, 45 to 54 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063750191,18.1.8,0.68,B,,,2
14792,2015,"Canada, 45 to 54 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750192,18.1.9,65200.0,A,,,0
14793,2015,"Canada, 45 to 54 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750193,18.1.10,51700.0,A,,,0
14794,2015,"Canada, 45 to 54 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750194,18.1.11,78000.0,B,,,0
14795,2015,"Canada, 45 to 54 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750195,18.1.12,0.66,B,,,2
14796,2015,"Canada, 45 to 54 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750196,18.1.13,53500.0,A,,,0
14797,2015,"Canada, 45 to 54 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750197,18.1.14,43700.0,B,,,0
14798,2015,"Canada, 45 to 54 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750198,18.1.15,63200.0,A,,,0
14799,2015,"Canada, 45 to 54 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750199,18.1.16,0.69,B,,,2
14976,2015," Canada, 55 to 64 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063750376,19.1.1,52100.0,B,,,0
14977,2015," Canada, 55 to 64 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063750377,19.1.2,40000.0,B,,,0
14978,2015," Canada, 55 to 64 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063750378,19.1.3,62800.0,B,,,0
14979,2015," Canada, 55 to 64 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063750379,19.1.4,0.64,C,,,2
14980,2015," Canada, 55 to 64 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063750380,19.1.5,38800.0,B,,,0
14981,2015," Canada, 55 to 64 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063750381,19.1.6,32400.0,B,,,0
14982,2015," Canada, 55 to 64 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063750382,19.1.7,46800.0,B,,,0
14983,2015," Canada, 55 to 64 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063750383,19.1.8,0.69,C,,,2
14984,2015," Canada, 55 to 64 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750384,19.1.9,53900.0,B,,,0
14985,2015," Canada, 55 to 64 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750385,19.1.10,41500.0,B,,,0
14986,2015," Canada, 55 to 64 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750386,19.1.11,65000.0,B,,,0
14987,2015," Canada, 55 to 64 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750387,19.1.12,0.64,C,,,2
14988,2015," Canada, 55 to 64 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750388,19.1.13,41600.0,B,,,0
14989,2015," Canada, 55 to 64 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750389,19.1.14,35000.0,B,,,0
14990,2015," Canada, 55 to 64 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750390,19.1.15,50500.0,B,,,0
14991,2015," Canada, 55 to 64 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750391,19.1.16,0.69,C,,,2
15168,2015," Canada,  65 years and over",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063750568,20.1.1,18300.0,C,,,0
15169,2015," Canada,  65 years and over",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063750569,20.1.2,15800.0,C,,,0
15170,2015," Canada,  65 years and over",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063750570,20.1.3,19900.0,C,,,0
15171,2015," Canada,  65 years and over",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063750571,20.1.4,0.79,C,,,2
15172,2015," Canada,  65 years and over",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063750572,20.1.5,5300.0,D,,,0
15173,2015," Canada,  65 years and over",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063750573,20.1.6,6200.0,D,,,0
15174,2015," Canada,  65 years and over",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063750574,20.1.7,4900.0,D,,,0
15175,2015," Canada,  65 years and over",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063750575,20.1.8,1.27,E,,,2
15176,2015," Canada,  65 years and over",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750576,20.1.9,19000.0,C,,,0
15177,2015," Canada,  65 years and over",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750577,20.1.10,17300.0,C,,,0
15178,2015," Canada,  65 years and over",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750578,20.1.11,20100.0,C,,,0
15179,2015," Canada,  65 years and over",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750579,20.1.12,0.86,D,,,2
15180,2015," Canada,  65 years and over",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750580,20.1.13,5000.0,D,,,0
15181,2015," Canada,  65 years and over",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750581,20.1.14,6300.0,E,,,0
15182,2015," Canada,  65 years and over",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750582,20.1.15,3700.0,E,,,0
15183,2015," Canada,  65 years and over",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750583,20.1.16,1.71,E,,,2
15360,2016,Canada,2016A000011124,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063746920,1.1.1,46100.0,A,,,0
15361,2016,Canada,2016A000011124,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063746921,1.1.2,37400.0,A,,,0
15362,2016,Canada,2016A000011124,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063746922,1.1.3,53900.0,A,,,0
15363,2016,Canada,2016A000011124,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063746923,1.1.4,0.69,A,,,2
15364,2016,Canada,2016A000011124,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063746924,1.1.5,34600.0,A,,,0
15365,2016,Canada,2016A000011124,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063746925,1.1.6,28700.0,A,,,0
15366,2016,Canada,2016A000011124,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063746926,1.1.7,41600.0,A,,,0
15367,2016,Canada,2016A000011124,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063746927,1.1.8,0.69,A,,,2
15368,2016,Canada,2016A000011124,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063746928,1.1.9,47400.0,A,,,0
15369,2016,Canada,2016A000011124,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063746929,1.1.10,38300.0,A,,,0
15370,2016,Canada,2016A000011124,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063746930,1.1.11,55700.0,A,,,0
15371,2016,Canada,2016A000011124,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063746931,1.1.12,0.69,A,,,2
15372,2016,Canada,2016A000011124,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063746932,1.1.13,36700.0,A,,,0
15373,2016,Canada,2016A000011124,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063746933,1.1.14,30500.0,A,,,0
15374,2016,Canada,2016A000011124,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063746934,1.1.15,44300.0,A,,,0
15375,2016,Canada,2016A000011124,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063746935,1.1.16,0.69,A,,,2
15552,2016,Atlantic provinces,2016A00011,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063747112,2.1.1,41300.0,A,,,0
15553,2016,Atlantic provinces,2016A00011,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063747113,2.1.2,34300.0,A,,,0
15554,2016,Atlantic provinces,2016A00011,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063747114,2.1.3,47700.0,A,,,0
15555,2016,Atlantic provinces,2016A00011,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747115,2.1.4,0.72,B,,,2
15556,2016,Atlantic provinces,2016A00011,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747116,2.1.5,31100.0,A,,,0
15557,2016,Atlantic provinces,2016A00011,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747117,2.1.6,26900.0,A,,,0
15558,2016,Atlantic provinces,2016A00011,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747118,2.1.7,36300.0,B,,,0
15559,2016,Atlantic provinces,2016A00011,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747119,2.1.8,0.74,B,,,2
15560,2016,Atlantic provinces,2016A00011,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747120,2.1.9,41600.0,A,,,0
15561,2016,Atlantic provinces,2016A00011,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747121,2.1.10,34600.0,A,,,0
15562,2016,Atlantic provinces,2016A00011,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747122,2.1.11,48200.0,A,,,0
15563,2016,Atlantic provinces,2016A00011,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747123,2.1.12,0.72,B,,,2
15564,2016,Atlantic provinces,2016A00011,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747124,2.1.13,32000.0,A,,,0
15565,2016,Atlantic provinces,2016A00011,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747125,2.1.14,27500.0,B,,,0
15566,2016,Atlantic provinces,2016A00011,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747126,2.1.15,37800.0,A,,,0
15567,2016,Atlantic provinces,2016A00011,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747127,2.1.16,0.73,B,,,2
15744,2016,Newfoundland and Labrador,2016A000210,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063747304,3.1.1,46100.0,B,,,0
15745,2016,Newfoundland and Labrador,2016A000210,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063747305,3.1.2,35300.0,B,,,0
15746,2016,Newfoundland and Labrador,2016A000210,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063747306,3.1.3,55700.0,B,,,0
15747,2016,Newfoundland and Labrador,2016A000210,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747307,3.1.4,0.63,C,,,2
15748,2016,Newfoundland and Labrador,2016A000210,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747308,3.1.5,32300.0,A,,,0
15749,2016,Newfoundland and Labrador,2016A000210,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747309,3.1.6,26000.0,C,,,0
15750,2016,Newfoundland and Labrador,2016A000210,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747310,3.1.7,41200.0,C,,,0
15751,2016,Newfoundland and Labrador,2016A000210,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747311,3.1.8,0.63,C,,,2
15752,2016,Newfoundland and Labrador,2016A000210,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747312,3.1.9,46100.0,B,,,0
15753,2016,Newfoundland and Labrador,2016A000210,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747313,3.1.10,35800.0,B,,,0
15754,2016,Newfoundland and Labrador,2016A000210,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747314,3.1.11,55500.0,B,,,0
15755,2016,Newfoundland and Labrador,2016A000210,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747315,3.1.12,0.65,C,,,2
15756,2016,Newfoundland and Labrador,2016A000210,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747316,3.1.13,32600.0,A,,,0
15757,2016,Newfoundland and Labrador,2016A000210,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747317,3.1.14,26200.0,C,,,0
